localidad;estrato;valor_ant;unidades_ant;no_pago_ultimo;cluster;no_paga_sig_mes
0;3;72376,89477720861;241,25631592402868;0;0;0
1;1;105939,77035544853;529,6988517772427;0;2;0
0;1;117638,12406526777;588,1906203263388;0;2;0
1;2;57666,814242502915;288,3340712125146;0;3;0
1;7;603395,0202337931;1723,9857720965517;1;0;1
0;2;68894,48152038247;344,4724076019124;0;3;0
1;3;11294,311270661678;37,647704235538924;0;0;0
1;4;127035,63744971811;317,5890936242953;0;1;0
0;2;61709,61920646694;308,5480960323347;0;3;0
1;1;118590,65589123416;592,9532794561708;0;2;0
1;2;123820,3073854464;619,101536927232;0;3;0
0;2;34008,4214205062;170,042107102531;0;3;0
0;2;85126,80520322753;425,6340260161377;0;3;0
0;3;116083,8163446393;386,946054482131;0;0;0
1;4;176718,71590626298;441,7967897656574;1;1;1
1;3;47819,85894115046;159,39952980383487;0;0;0
0;3;27346,650082781394;91,15550027593798;0;0;0
0;3;100341,45964493565;334,4715321497855;0;0;0
0;4;144947,10591761576;362,36776479403943;1;1;0
1;3;65624,27857126747;218,74759523755824;0;0;0
0;2;58641,674010602845;293,2083700530142;0;3;0
1;1;38680,775137780605;193,40387568890304;0;2;0
1;2;24440,9701003507;122,2048505017535;0;3;0
1;5;432896,53330712486;865,7930666142497;1;0;1
1;5;118809,30018068213;237,61860036136426;0;0;0
0;3;118054,8020359943;393,51600678664767;0;0;0
1;5;154274,04801616733;308,5480960323347;1;0;0
0;4;25450,169280387287;63,625423200968214;0;1;0
1;5;255313,84846968894;510,62769693937787;1;0;0
0;3;108010,92047576931;360,0364015858977;0;0;0
1;3;103290,36972442322;344,30123241474405;0;0;0
1;4;123419,23841293388;308,5480960323347;0;1;0
0;3;115113,1677846275;383,71055928209165;0;0;0
1;3;65024,6021944986;216,748673981662;0;0;0
1;5;308876,1714301077;617,7523428602153;1;0;0
0;3;150893,74285376896;502,9791428458965;1;0;1
0;3;84585,79691064915;281,9526563688305;0;0;0
0;3;43541,08744206764;145,13695814022546;0;0;0
1;2;104891,10507593145;524,4555253796573;0;3;0
1;3;109255,43691904134;364,1847897301378;0;0;0
1;2;140453,86052348226;702,2693026174113;1;3;0
0;1;5668,884575451273;28,344422877256363;0;2;0
0;1;59059,532009528906;295,2976600476445;0;2;0
1;3;124130,31357414994;413,7677119138331;0;0;0
1;2;78650,1379236696;393,25068961834796;0;3;0
0;5;77400,1935808422;154,8003871616844;0;0;0
1;3;58506,18728570557;195,02062428568524;0;0;0
0;4;217258,64992406187;543,1466248101547;1;1;1
0;4;91897,51243059865;229,74378107649665;0;1;0
0;5;372326,66162029677;744,6533232405935;1;0;0
0;1;89628,96313154868;448,1448156577434;0;2;0
1;4;341358,0858765382;853,3952146913455;1;1;0
1;3;43069,02165864467;143,56340552881557;0;0;0
1;4;59789,94518236242;149,47486295590605;0;1;0
0;3;116069,02267453299;386,8967422484433;0;0;0
1;1;89639,8110435622;448,19905521781095;0;2;0
0;2;49279,609486858666;246,39804743429335;0;3;0
1;2;35301,6140293174;176,50807014658702;0;3;0
1;2;49040,215817995726;245,20107908997863;0;3;0
0;2;58788,8077516864;293,944038758432;0;3;0
0;2;161992,07872246657;809,9603936123328;1;3;0
0;3;84965,39136659226;283,2179712219742;0;0;0
1;2;61709,61920646694;308,5480960323347;0;3;0
1;3;55659,10529459394;185,53035098197978;0;0;0
0;4;1181,1768604954977;2,9529421512387444;0;1;0
1;3;78131,29367830936;260,43764559436454;0;0;0
0;4;170170,7172186107;425,4267930465267;1;1;1
0;2;55284,85515690708;276,4242757845354;0;3;0
1;4;172198,39880980857;430,49599702452144;1;1;1
0;4;29656,369447634257;74,14092361908564;0;1;0
0;3;84114,22525794132;280,3807508598044;0;0;0
0;3;66329,83321321977;221,09944404406588;0;0;0
0;4;14426,989824623182;36,06747456155796;0;1;0
1;2;171748,36940312485;858,7418470156242;1;3;1
1;5;17241,900765682345;34,48380153136469;0;0;0
1;4;123419,23841293388;308,5480960323347;0;1;0
0;3;58666,13850515212;195,55379501717374;0;0;0
1;4;123419,23841293388;308,5480960323347;0;1;0
1;2;46390,32908624316;231,9516454312158;0;3;0
1;4;406630,62905527465;1016,5765726381867;1;1;0
1;2;59854,27310429433;299,27136552147164;0;3;0
1;5;154274,04801616733;308,5480960323347;1;0;0
1;4;432161,88970638724;1080,404724265968;1;1;1
1;4;313733,6296518374;784,3340741295934;1;1;0
1;3;48529,91061570413;161,76636871901377;0;0;0
1;4;123419,23841293388;308,5480960323347;0;1;0
1;5;462894,514168734;925,789028337468;1;0;1
0;3;66681,49694230956;222,2716564743652;0;0;0
1;3;123767,52370437082;412,55841234790273;0;0;0
1;5;276109,20622060535;552,2184124412107;1;0;0
1;2;65412,787289143795;327,063936445719;0;3;0
0;3;90205,84946775873;300,6861648925291;0;0;0
0;3;66217,99091092315;220,72663636974386;0;0;0
1;2;78411,05402273589;392,0552701136794;0;3;0
1;5;121038,30509451916;242,07661018903832;0;0;0
1;3;104009,63991982272;346,6987997327424;0;0;0
1;3;105586,2181399795;351,9540604665983;0;0;0
0;2;77055,3878363785;385,2769391818925;0;3;0
0;1;67612,83821186364;338,0641910593182;0;2;0
1;4;195446,8145523852;488,61703638096304;1;1;1
1;5;311997,35256566125;623,9947051313225;1;0;0
0;2;79576,92038363262;397,8846019181631;0;3;0
1;1;38403,18798684536;192,01593993422682;0;2;0
0;4;123419,23841293388;308,5480960323347;0;1;0
1;3;116325,11906829504;387,7503968943168;0;0;0
1;7;4307532,335353436;12307,23524386696;1;0;1
0;7;2257842,8054941553;6450,9794442690145;1;0;1
1;3;89444,44023593652;298,1481341197884;0;0;0
1;5;109634,45670698067;219,26891341396134;0;0;0
1;4;123419,23841293388;308,5480960323347;0;1;0
0;2;46263,19390855143;231,31596954275716;0;3;0
0;4;250957,3240907991;627,3933102269978;1;1;0
0;4;122341,41161607185;305,85352904017964;0;1;0
1;3;94803,64462166988;316,0121487388996;0;0;0
0;3;61405,08670482562;204,68362234941873;0;0;0
1;2;25834,45240899571;129,17226204497854;0;3;0
1;2;61709,61920646694;308,5480960323347;0;3;0
1;7;3156556,8101114156;9018,733743175473;1;0;1
1;2;89273,11430608142;446,3655715304071;0;3;0
1;7;107991,83361131714;308,5480960323347;0;0;0
1;2;33949,45426948307;169,74727134741534;0;3;0
1;4;178555,29769163992;446,3882442290998;1;1;1
0;2;61709,61920646694;308,5480960323347;0;3;0
0;3;119151,52358494801;397,17174528316;0;0;0
1;5;154274,04801616733;308,5480960323347;1;0;0
1;1;42966,30151086879;214,83150755434394;0;2;0
1;3;122097,80513396347;406,99268377987823;0;0;0
1;3;92815,32990307188;309,3844330102396;0;0;0
1;3;76040,67532874363;253,46891776247875;0;0;0
0;4;123419,23841293388;308,5480960323347;0;1;0
0;3;104026,86734714067;346,75622449046887;0;0;0
1;4;186,77079591661823;0,46692698979154557;0;1;0
1;7;4383507,770636018;12524,307916102909;1;0;1
0;1;58261,95487759254;291,3097743879627;0;2;0
1;3;42693,80367800177;142,31267892667256;0;0;0
1;2;62421,50362332143;312,10751811660714;0;3;0
1;2;73576,86461903158;367,88432309515787;0;3;0
1;4;223011,05554029063;557,5276388507266;1;1;1
0;3;88578,66282602696;295,2622094200899;0;0;0
1;3;56617,67011815629;188,72556706052097;0;0;0
0;4;510724,31154890254;1276,8107788722564;1;1;1
0;3;31509,386622037706;105,03128874012569;0;0;0
0;4;61220,3395188332;153,050848797083;0;1;0
0;2;4637,782089844166;23,188910449220828;0;3;0
1;4;123419,23841293388;308,5480960323347;0;1;0
1;4;123419,23841293388;308,5480960323347;0;1;0
0;2;58157,80083236167;290,78900416180835;0;3;0
1;3;85650,20464397754;285,5006821465918;0;0;0
1;3;98664,30419624924;328,88101398749745;0;0;0
0;5;375204,2687835437;750,4085375670875;1;0;0
1;3;67233,08164665116;224,11027215550385;0;0;0
1;2;99715,1169355488;498,57558467774396;0;3;0
1;3;43926,05888608778;146,42019628695928;0;0;0
1;3;130809,95628667092;436,03318762223637;1;0;0
0;2;48834,88787755903;244,17443938779513;0;3;0
1;5;271578,106671958;543,156213343916;1;0;0
0;4;123419,23841293388;308,5480960323347;0;1;0
1;7;107991,83361131714;308,5480960323347;0;0;0
1;5;154274,04801616733;308,5480960323347;1;0;0
1;2;61709,61920646694;308,5480960323347;0;3;0
1;3;95963,04003649153;319,87680012163844;0;0;0
0;1;36581,86683984883;182,90933419924414;0;2;0
1;4;123419,23841293388;308,5480960323347;0;1;0
1;1;34025,557544478426;170,12778772239213;0;2;0
0;4;77663,74197431476;194,15935493578692;0;1;0
1;7;3216682,1875496483;9190,520535856138;1;0;1
0;1;97514,03548570455;487,5701774285227;0;2;0
1;2;129946,82066119033;649,7341033059516;1;3;0
0;4;100553,62889649007;251,38407224122517;0;1;0
1;4;317191,35110015003;792,9783777503751;1;1;0
1;4;3399,9149286721376;8,499787321680344;0;1;0
1;2;38528,78628016204;192,64393140081023;0;3;0
1;4;233391,0327025247;583,4775817563118;1;1;1
0;4;58935,298636060244;147,33824659015062;0;1;0
1;7;3085145,33192278;8814,700948350799;1;0;1
1;3;111566,43310675591;371,88811035585303;0;0;0
1;1;55004,8432717615;275,0242163588075;0;2;0
1;4;123419,23841293388;308,5480960323347;0;1;0
0;5;408241,97216938424;816,4839443387685;1;0;1
1;4;123419,23841293388;308,5480960323347;0;1;0
1;3;51916,52635628986;173,05508785429953;0;0;0
0;5;189537,43862680788;379,07487725361574;1;0;1
1;2;52920,40808424273;264,60204042121364;0;3;0
0;4;84228,01058645902;210,57002646614754;0;1;0
1;3;72751,4751318547;242,50491710618238;0;0;0
0;3;43797,799191717226;145,99266397239074;0;0;0
1;2;110508,85215209407;552,5442607604704;0;3;0
1;2;74512,33912486956;372,5616956243478;0;3;0
0;2;17192,55096147389;85,96275480736946;0;3;0
1;5;154274,04801616733;308,5480960323347;1;0;1
1;1;112503,643946302;562,51821973151;0;2;0
1;2;65907,28611034816;329,5364305517408;0;3;0
1;1;29696,487819027556;148,48243909513778;0;2;0
0;3;125871,76785573782;419,57255951912606;0;0;0
1;1;88168,62769829098;440,84313849145485;0;2;0
0;2;9757,94076130902;48,789703806545106;0;3;0
1;4;298144,82812274573;745,3620703068643;1;1;0
1;7;739240,5176729313;2112,1157647798036;1;0;1
1;1;59635,62767911264;298,17813839556317;0;2;0
0;3;18761,405845726396;62,53801948575466;0;0;0
1;3;43683,568995513844;145,6118966517128;0;0;0
1;2;54130,774374957924;270,6538718747896;0;3;0
1;5;356268,4592632969;712,5369185265938;1;0;0
1;1;36125,44862473895;180,62724312369477;0;2;0
1;5;150450,01347853386;300,9000269570677;1;0;0
0;2;4303,249727021603;21,516248635108013;0;3;0
1;2;52917,338909836995;264,586694549185;0;3;0
1;1;81674,11367191185;408,37056835955923;0;2;0
1;2;68921,55037721264;344,6077518860632;0;3;0
0;1;83813,8954433009;419,06947721650454;0;2;0
1;4;297695,68818211043;744,2392204552762;1;1;0
1;5;154274,04801616733;308,5480960323347;1;0;1
1;3;117939,72095573785;393,13240318579284;0;0;0
1;4;115213,50381563805;288,0337595390951;0;1;0
1;4;441760,4239937775;1104,4010599844437;1;1;1
1;1;36465,53231903191;182,32766159515955;0;2;0
1;2;8080,094522534137;40,40047261267068;0;3;0
0;3;171745,2234538529;572,4840781795097;1;0;1
1;2;38261,01157243687;191,30505786218436;0;3;0
1;3;92564,4288097004;308,5480960323347;0;0;0
1;4;123419,23841293388;308,5480960323347;0;1;0
1;2;96289,28681238656;481,44643406193285;0;3;0
1;3;65609,86417536275;218,69954725120914;0;0;0
1;4;211123,84553213292;527,8096138303323;1;1;1
1;4;123419,23841293388;308,5480960323347;0;1;0
0;1;33890,305217968635;169,45152608984316;0;2;0
0;4;172671,32723546762;431,678318088669;1;1;1
0;4;103095,48679156377;257,73871697890945;0;1;0
1;5;312291,4054704994;624,5828109409988;1;0;0
0;2;61709,61920646694;308,5480960323347;0;3;0
1;3;69366,96754505084;231,22322515016944;0;0;0
1;3;96654,57497795424;322,1819165931808;0;0;0
0;3;34040,974374779755;113,46991458259919;0;0;0
0;1;111956,57482558975;559,7828741279487;0;2;0
0;3;92038,74662794378;306,79582209314594;0;0;0
0;3;169628,6902544189;565,4289675147297;1;0;1
0;3;56761,355816809584;189,2045193893653;0;0;0
1;1;140438,99119002165;702,1949559501082;1;2;0
0;2;104987,2125194417;524,9360625972085;0;3;0
1;2;28039,452285128835;140,19726142564417;0;3;0
0;4;107596,7913921901;268,99197848047527;0;1;0
1;3;68115,55843848908;227,05186146163027;0;0;0
0;2;83321,10871946483;416,60554359732413;0;3;0
1;3;20712,342132791906;69,04114044263969;0;0;0
0;4;55844,03418361751;139,61008545904377;0;1;0
0;3;65978,57281620058;219,92857605400192;0;0;0
0;2;83362,73613264589;416,81368066322943;0;3;0
0;1;55989,86167769763;279,94930838848813;0;2;0
1;4;133818,80412507334;334,5470103126833;1;1;0
0;3;56967,65552053435;189,89218506844782;0;0;0
0;1;31497,51133496802;157,4875566748401;0;2;0
0;2;20687,77864084687;103,43889320423435;0;3;0
1;5;154274,04801616733;308,5480960323347;1;0;0
0;4;123419,23841293388;308,5480960323347;0;1;0
0;5;215938,79763300758;431,87759526601513;1;0;1
1;4;273247,3801135124;683,1184502837809;1;1;0
1;4;190558,38792629767;476,3959698157442;1;1;1
1;5;153524,9793078372;307,0499586156744;1;0;0
0;3;64453,88339834222;214,84627799447406;0;0;0
1;3;79476,81894348678;264,9227298116226;0;0;0
1;3;28092,319684763093;93,64106561587698;0;0;0
0;2;15328,190799437454;76,64095399718727;0;3;0
0;5;154274,04801616733;308,5480960323347;1;0;0
0;3;112783,32058996511;375,94440196655034;0;0;0
0;3;53202,00013760993;177,34000045869976;0;0;0
1;3;128847,50603381774;429,49168677939247;1;0;0
1;5;154274,04801616733;308,5480960323347;1;0;0
1;7;107991,83361131714;308,5480960323347;0;0;0
0;2;114187,76915345516;570,9388457672758;0;3;0
1;2;30249,295061575714;151,24647530787857;0;3;0
0;2;6000,328705451761;30,001643527258807;0;3;0
1;2;79920,47556112605;399,6023778056302;0;3;0
1;1;61709,61920646694;308,5480960323347;0;2;0
0;5;185954,94650952582;371,90989301905165;1;0;1
0;3;149060,7596003629;496,8691986678763;1;0;0
0;2;125229,23608434839;626,146180421742;0;3;0
1;4;196216,97495037052;490,5424373759263;1;1;1
0;1;32392,275235110304;161,96137617555152;0;2;0
1;3;82244,41282169423;274,1480427389808;0;0;0
1;1;55620,468715399125;278,1023435769956;0;2;0
1;5;271671,1841557832;543,3423683115664;1;0;0
0;4;123419,23841293388;308,5480960323347;0;1;0
0;5;342061,1163022174;684,1222326044349;1;0;0
0;3;110800,55537364152;369,33518457880507;0;0;0
0;5;206361,9403851549;412,72388077030985;1;0;1
1;3;116815,14848820526;389,3838282940175;0;0;0
1;3;119857,279523624;399,5242650787467;0;0;0
0;3;78073,02124184929;260,2434041394976;0;0;0
1;2;51736,71807511986;258,6835903755993;0;3;0
1;3;76294,82108540801;254,31607028469338;0;0;0
1;3;145509,36847219343;485,03122824064474;1;0;0
1;2;3011,3885116529445;15,056942558264723;0;3;0
1;3;29802,11485836938;99,34038286123126;0;0;0
1;4;166658,85260967546;416,6471315241887;1;1;1
1;2;149974,76049723563;749,8738024861782;1;3;1
1;2;61709,61920646694;308,5480960323347;0;3;0
0;3;64199,60568689267;213,99868562297556;0;0;0
1;3;121148,38117614074;403,8279372538025;0;0;0
0;4;381335,1356528309;953,3378391320772;1;1;1
0;2;36738,17531816458;183,6908765908229;0;3;0
0;4;264464,066593424;661,16016648356;1;1;0
1;4;367858,6477171699;919,6466192929247;1;1;0
1;3;96237,9693450346;320,79323115011533;0;0;0
0;3;66837,09184636499;222,79030615454997;0;0;0
0;4;123419,23841293388;308,5480960323347;0;1;0
1;4;123419,23841293388;308,5480960323347;0;1;0
1;3;83411,98097561441;278,0399365853814;0;0;0
0;2;50107,52907920206;250,5376453960103;0;3;0
1;2;116688,86949109103;583,4443474554552;0;3;0
1;2;71938,10100418863;359,6905050209432;0;3;0
1;4;313656,4678315654;784,1411695789135;1;1;0
1;4;278929,64818624296;697,3241204656074;1;1;0
0;3;126606,35824540413;422,0211941513471;0;0;0
1;3;86493,10128190822;288,31033760636075;0;0;0
0;3;3523,11575373688;11,743719179122934;0;0;0
1;4;414913,22391005326;1037,283059775133;1;1;0
1;1;80536,22233510949;402,6811116755474;0;2;0
1;2;26329,95736220364;131,6497868110182;0;3;0
1;5;317210,6399573222;634,4212799146444;1;0;0
1;2;108356,12590538083;541,7806295269041;0;3;0
0;4;50940,5197963359;127,35129949083975;0;1;0
1;2;71477,44168276036;357,3872084138018;0;3;0
0;3;45518,036813349296;151,72678937783098;0;0;0
0;4;123419,23841293388;308,5480960323347;0;1;0
0;3;132750,62579061693;442,50208596872307;1;0;0
1;4;174031,38242102164;435,0784560525541;1;1;0
1;3;53218,564748696;177,39521582898666;0;0;0
0;2;149165,21517931152;745,8260758965577;1;3;0
1;3;100993,37707411875;336,64459024706247;0;0;0
1;5;254476,30258152584;508,9526051630517;1;0;0
0;3;4729,423581759522;15,76474527253174;0;0;0
1;1;25312,068838814623;126,56034419407311;0;2;0
1;4;109049,61026919018;272,62402567297545;0;1;0
1;2;64596,431521947474;322,9821576097374;0;3;0
1;7;1262675,4446494188;3607,644127569768;1;0;1
1;1;83758,88552817104;418,7944276408552;0;2;0
0;4;276982,67824248626;692,4566956062156;1;1;0
1;2;115108,13548002925;575,5406774001463;0;3;0
1;1;27957,170490694847;139,78585245347423;0;2;0
0;3;92564,4288097004;308,5480960323347;0;0;0
0;4;317844,25815793837;794,610645394846;1;1;0
0;4;123419,23841293388;308,5480960323347;0;1;0
0;2;24252,070909884747;121,26035454942374;0;3;0
0;2;26877,958890171933;134,38979445085965;0;3;0
0;2;47391,530809635624;236,9576540481781;0;3;0
1;2;67190,66221685307;335,95331108426535;0;3;0
1;4;255851,5208192598;639,6288020481495;1;1;0
1;4;186505,5516620675;466,26387915516875;1;1;1
1;4;71375,18032783289;178,43795081958223;0;1;0
1;5;126935,65779637387;253,87131559274772;0;0;0
0;7;107991,83361131714;308,5480960323347;0;0;0
1;3;101243,83074472538;337,47943581575123;0;0;0
1;2;52847,14747614374;264,2357373807187;0;3;0
1;3;106279,85515070398;354,26618383567995;0;0;0
1;3;95538,91763553134;318,46305878510447;0;0;0
0;3;101010,91155424317;336,7030385141439;0;0;0
1;4;102255,63823980991;255,63909559952478;0;1;0
0;4;235069,6750396071;587,6741875990177;1;1;1
1;5;151170,06692446183;302,34013384892364;1;0;0
1;2;137487,79116253217;687,4389558126609;1;3;0
1;2;7615,3775820203355;38,076887910101675;0;3;0
1;5;48673,6403912887;97,3472807825774;0;0;0
1;2;48509,232667607524;242,54616333803762;0;3;0
0;3;69239,75982775418;230,79919942584726;0;0;0
0;3;64611,897720538225;215,37299240179408;0;0;0
1;3;92564,4288097004;308,5480960323347;0;0;0
1;4;157621,607012077;394,0540175301925;1;1;1
1;5;139416,24350795825;278,8324870159165;1;0;0
1;3;103063,2223137955;343,5440743793183;0;0;0
1;2;47082,775228454986;235,41387614227492;0;3;0
0;2;118539,29316715561;592,6964658357781;0;3;0
1;3;130308,63631278694;434,36212104262313;1;0;0
1;2;20260,08727256574;101,30043636282869;0;3;0
1;1;78419,34980863487;392,0967490431743;0;2;0
1;1;76770,8796518122;383,854398259061;0;2;0
0;2;109496,25024612735;547,4812512306368;0;3;0
1;3;35537,94102430919;118,45980341436396;0;0;0
0;2;109961,46094029072;549,8073047014536;0;3;0
1;4;294841,3619245885;737,1034048114713;1;1;0
1;3;82719,98433006066;275,7332811002022;0;0;0
0;3;52318,97791605558;174,3965930535186;0;0;0
1;2;18428,253008799333;92,14126504399667;0;3;0
1;4;266600,4016826293;666,5010042065733;1;1;0
0;2;119950,59490363419;599,752974518171;0;3;0
1;3;108249,44801643192;360,8314933881064;0;0;0
0;1;89901,28149494105;449,50640747470527;0;2;0
1;5;197100,89078876405;394,2017815775281;1;0;1
0;4;281305,09924611123;703,2627481152781;1;1;0
1;4;123419,23841293388;308,5480960323347;0;1;0
1;5;239345,049985729;478,69009997145804;1;0;1
0;4;229720,83655615724;574,3020913903931;1;1;1
1;2;112610,39306196856;563,0519653098428;0;3;0
0;3;95881,30181986495;319,6043393995498;0;0;0
1;3;96420,59224838892;321,4019741612964;0;0;0
0;4;9686,484602118548;24,21621150529637;0;1;0
1;3;80473,59032964599;268,24530109881994;0;0;0
0;2;100946,40584084776;504,7320292042388;0;3;0
0;1;60039,25473922756;300,1962736961378;0;2;0
1;5;182436,17114480174;364,87234228960347;1;0;1
1;5;144708,57904344733;289,4171580868947;1;0;0
1;7;1276743,9415412731;3647,839832975066;1;0;1
1;2;116997,3736714503;584,9868683572515;0;3;0
1;1;89877,349165774;449,38674582886995;0;2;0
1;7;683269,1641252525;1952,1976117864358;1;0;1
1;5;150186,8235123224;300,37364702464475;1;0;0
0;2;97897,77396284026;489,48886981420134;0;3;0
1;3;132365,25662202237;441,21752207340785;1;0;0
0;7;632353,832953721;1806,7252370106316;1;0;1
1;3;74213,86887506746;247,37956291689156;0;0;0
1;5;262652,04136547167;525,3040827309434;1;0;0
1;2;41151,22620488324;205,75613102441622;0;3;0
0;7;107991,83361131714;308,5480960323347;0;0;0
1;5;154274,04801616733;308,5480960323347;1;0;0
1;3;103370,2759745936;344,5675865819787;0;0;0
1;2;147826,64867376906;739,1332433688452;1;3;1
0;2;71491,7620736422;357,45881036821095;0;3;0
1;3;191587,76814118022;638,6258938039341;1;0;1
0;3;62020,41738289491;206,7347246096497;0;0;0
1;4;45846,13508649848;114,61533771624619;0;1;0
0;3;94380,7555394411;314,60251846480367;0;0;0
1;4;219147,45526647894;547,8686381661973;1;1;1
1;2;145787,30897693493;728,9365448846747;1;3;0
0;3;44142,56205339301;147,14187351131005;0;0;0
1;4;123419,23841293388;308,5480960323347;0;1;0
1;1;56146,41092485533;280,73205462427666;0;2;0
1;4;266728,63939391205;666,8215984847801;1;1;0
1;1;92515,11982604432;462,5755991302216;0;2;0
0;2;137853,38591394265;689,2669295697133;1;3;0
1;1;88078,92893480745;440,3946446740373;0;2;0
1;2;61709,61920646694;308,5480960323347;0;3;0
1;4;135379,33463772535;338,4483365943134;1;1;0
0;3;92564,4288097004;308,5480960323347;0;0;0
1;2;107880,85675258953;539,4042837629477;0;3;0
1;1;108368,25926868801;541,84129634344;0;2;0
0;4;189401,3019276022;473,5032548190055;1;1;1
1;5;25650,234401947557;51,300468803895114;0;0;0
1;3;100244,35420063113;334,1478473354371;0;0;0
1;2;21761,341798984336;108,80670899492168;0;3;0
0;2;61709,61920646694;308,5480960323347;0;3;0
0;5;56057,68359047167;112,11536718094334;0;0;0
1;3;149572,99163198823;498,5766387732941;1;0;0
1;5;208537,81741954674;417,0756348390935;1;0;1
0;2;13636,550947625954;68,18275473812977;0;3;0
1;3;88581,71609811162;295,27238699370537;0;0;0
1;2;61709,61920646694;308,5480960323347;0;3;0
1;3;84967,75489385887;283,22584964619625;0;0;0
1;4;123419,23841293388;308,5480960323347;0;1;0
1;1;48755,877294882725;243,77938647441363;0;2;0
1;2;137494,80351510673;687,4740175755336;1;3;0
0;2;91574,93174739122;457,8746587369561;0;3;0
0;3;36523,67947850004;121,7455982616668;0;0;0
1;3;136210,08349704606;454,0336116568202;1;0;0
0;3;24808,4817587239;82,69493919574634;0;0;0
1;1;113147,86946180352;565,7393473090176;0;2;0
1;3;97074,44252858037;323,58147509526793;0;0;0
1;3;145455,16074681075;484,8505358227025;1;0;0
1;7;2801616,2978280713;8004,617993794489;1;0;1
1;2;40544,09433400473;202,72047167002367;0;3;0
0;3;40784,73678455245;135,94912261517484;0;0;0
1;3;137285,28333038214;457,6176111012738;1;0;0
1;2;61563,99512021253;307,81997560106265;0;3;0
1;4;317614,565194698;794,036412986745;1;1;0
0;4;239325,7840370789;598,3144600926972;1;1;1
0;4;152116,75383046965;380,29188457617414;1;1;1
1;7;107991,83361131714;308,5480960323347;0;0;0
1;3;94335,8980867409;314,45299362246965;0;0;0
1;3;104491,89890602406;348,30632968674684;0;0;0
1;1;33306,477703630015;166,53238851815007;0;2;0
0;2;63479,07517339934;317,3953758669967;0;3;0
0;4;345242,0699685154;863,1051749212886;1;1;0
0;5;154274,04801616733;308,5480960323347;1;0;0
0;2;38734,67540985346;193,6733770492673;0;3;0
1;4;376067,9143448795;940,1697858621988;1;1;0
1;2;57879,704307835666;289,3985215391783;0;3;0
0;5;154274,04801616733;308,5480960323347;1;0;1
1;4;237107,28979826218;592,7682244956554;1;1;1
1;3;98699,02292997303;328,9967430999101;0;0;0
1;3;43144,288886459;143,81429628819666;0;0;0
1;1;76374,35322075163;381,8717661037581;0;2;0
1;2;108845,69564846893;544,2284782423446;0;3;0
1;3;41003,2719467068;136,67757315568934;0;0;0
1;5;157955,2369011026;315,91047380220516;1;0;0
1;2;77191,90378325083;385,9595189162542;0;3;0
0;2;136136,8695266634;680,684347633317;1;3;0
1;5;55942,65818386239;111,88531636772478;0;0;0
1;2;30088,141577759387;150,44070788879694;0;3;0
0;1;59560,774607524014;297,80387303762006;0;2;0
1;2;89597,10836887448;447,9855418443724;0;3;0
0;3;91784,31077945697;305,9477025981899;0;0;0
1;5;414185,42743771226;828,3708548754246;1;0;1
0;4;123419,23841293388;308,5480960323347;0;1;0
1;3;174176,6449483191;580,588816494397;1;0;1
1;5;42538,61824242042;85,07723648484085;0;0;0
1;4;256033,38085902957;640,0834521475739;1;1;0
0;5;194422,7654557098;388,8455309114196;1;0;1
1;7;1975111,4816071112;5643,175661734604;1;0;1
1;2;15673,330857257553;78,36665428628777;0;3;0
1;5;259208,29455952827;518,4165891190565;1;0;0
1;2;44945,91147125283;224,72955735626417;0;3;0
1;2;97452,7416490587;487,2637082452935;0;3;0
0;4;134203,54666483903;335,50886666209755;1;1;0
0;3;71154,43434006035;237,18144780020117;0;0;0
1;7;107991,83361131714;308,5480960323347;0;0;0
0;1;37118,2164423337;185,5910822116685;0;2;0
1;5;234823,67917651625;469,6473583530325;1;0;1
1;3;137377,41949657985;457,9247316552662;1;0;0
0;4;188920,33792581264;472,30084481453156;1;1;1
1;4;123419,23841293388;308,5480960323347;0;1;0
1;3;54112,33888169878;180,37446293899592;0;0;0
0;2;114109,67873323095;570,5483936661548;0;3;0
1;2;61709,61920646694;308,5480960323347;0;3;0
1;2;106991,06589381784;534,9553294690892;0;3;0
1;4;310267,85748522286;775,6696437130571;1;1;0
1;3;54374,714697063806;181,24904899021269;0;0;0
0;1;53177,901620345256;265,8895081017263;0;2;0
0;1;90680,45218283871;453,40226091419356;0;2;0
1;5;225156,77983899435;450,3135596779887;1;0;1
1;4;82088,64292331113;205,2216073082778;0;1;0
0;1;130201,43777351381;651,0071888675691;1;2;0
1;5;499278,05047410744;998,5561009482149;1;0;1
0;2;45511,4259908953;227,55712995447652;0;3;0
1;1;80957,37701698687;404,78688508493434;0;2;0
1;3;31088,6645416425;103,628881805475;0;0;0
0;3;46815,97604564089;156,05325348546964;0;0;0
0;1;77951,20490413145;389,75602452065726;0;2;0
0;2;79874,20648362719;399,37103241813594;0;3;0
1;4;227548,90874222692;568,8722718555673;1;1;1
0;4;123419,23841293388;308,5480960323347;0;1;0
1;4;167201,05007096397;418,0026251774099;1;1;0
0;4;240360,5589392845;600,9013973482113;1;1;1
0;5;398957,00794938806;797,9140158987761;1;0;0
0;5;90460,25019327045;180,9205003865409;0;0;0
1;2;52632,645315646245;263,1632265782312;0;3;0
1;3;87468,23123884534;291,56077079615113;0;0;0
1;5;154274,04801616733;308,5480960323347;1;0;1
0;5;175044,8992937568;350,0897985875136;1;0;1
1;1;84477,34415534025;422,3867207767013;0;2;0
